plasmid_0;112-,15+
plasmid_1;57-,141+,20+,155-,57-,136-,6+
plasmid_2;89+,167-,24+,136+,57+,155+,26-
plasmid_3;136+,57+,155+,36+,40+,13+
plasmid_4;21+,175+,162-,39+,193+,72-
plasmid_5;152-,7+,175+,162-,39+,193+,64+,171-
plasmid_6;121-,91-,58-,160-,116+,27-,175+,162-,39+,194+,64+,174+,61+
plasmid_7;107-,75+,76-,144-,22+,163-,39+,193+,72-
plasmid_8;162-,39+,194+,87-,171-
plasmid_9;173-,63-,143+,32-,40+,33-,94+
plasmid_10;43+,78+,142+,12+,40+,34-,116-
plasmid_11;11-,146-,189-,96+,38-
plasmid_12;35+,189-,96+,38-
plasmid_13;163+,179+,130+,1+,96+,38-
plasmid_14;8-,96+,38-
plasmid_15;90-,117+,2-
plasmid_16;90-,117+,4+
plasmid_17;90-,117+,18+,45-
plasmid_18;90-,117+,16-
