plasmid_0;187-,153-,188-,178-,93+,158+,144+,78+,159+,144+,187-,113+,156+,144+
plasmid_1;147+,108-,184-,129+,164+,53+,120+,99+
plasmid_2;102+,169+,129+,164+,142+,155+,138+,86+,178+,188+,153+,187+,144-,65+,155+
plasmid_3;80-,169+,129+,166-,79+
plasmid_5;178-,121+,179+
plasmid_7;132+,29+,174+,117+,60+,152+
plasmid_8;132+,77+,76+,178+,188+,153+,187+,144-,105+,158+,144+
plasmid_9;144-,159-,110-,188+,153+,187+,144-,156-,112+,132-
plasmid_10;144-,158-,88+,157+,144+,187-,153-,188-,177-,127+,139-,148+,145-
plasmid_11;88+,157+,144+,187-,153-,154+,48-,160-,144+
plasmid_13;185-,101-,140-,150+,92+,147-
plasmid_15;39+,156+,144+,187-,153-,154+,191-,150+,92+,147-
plasmid_16;82+
plasmid_21;180-,118+
plasmid_22;116+,168+,137-,170+,89+,147-
plasmid_23;95+,162-,138-
plasmid_24;177-,90+
plasmid_25;75+,141+,14+,144+,187-,153-,154+,48-,160-,144+
plasmid_27;147+,94+
plasmid_43;149-,128+,173+
plasmid_46;182-,124+
