plasmid_1;181+,214+,104+,115-,139+,246+,247+,196+,240+,290-,226+,82-,159+,54-
plasmid_2;228-,85+,127+,100+,168-,163-,228-,137-,134+,155-,237-,230-,117+
plasmid_3;253+,99+,143-,204-,169+,240+,254+,125+,99+,71-,143-,185+,335-,192+,238+,297-,203+,88+,203-,300+,239+,192-,336-,185-,142+,168-,163-,136+,253-,306-,226-,254-
plasmid_4;153-,259+,69+,122+,40+
plasmid_6;165-,112-,127-,76+,336+,192+,239-,300-,202+,70+,246+,247+,196+,240+,254+,226+,306+,249+,67-,246+
plasmid_8;240-,196-,247-,246-,59+,301-,318+,151+,272-
plasmid_9;240-,196-,247-,246-,55+,330+,122+,48+,126-,118-,253-,306-,226-,254-,240-,169-,204+
plasmid_10;183-,177+,173-,149+,23+,314+,190+,268+,208-,198-,215-,278+,309-,209+,261-
plasmid_11;164-,170+,327-,162+,141+,73+,144-,134-,116+,161+
plasmid_12;246+,247+,196+,240+,254+,226+,306+,253+,84+
plasmid_14;153-,227-,138+,337-,162+,141+,337+
plasmid_16;148-,56-,115-,186-,152-,291-,19+,227-,138+
plasmid_18;261+,209-,308-,279-,215+,198+,208+,268-,190-,316-,175+,227-,138+
