plasmid_0;105+,134+,70+,45-,117+,49-
plasmid_1;167-,190-,123-,175+,124-,175+,72+,113-,71+,35-,191-,183+,165-
plasmid_2;129-,155-,145-,53+,155-
plasmid_3;87-,168-,170+,59+,186+,198+,168-,173+,77-,164-,161+,1+,194-,130+
plasmid_4;168-,170+,59+,186+,198+,168-,173+,187-,75+,171-,176-,122-,176-,197-,177+,85-,145+,154-,102-,146-,152+,193-,19+,180-
plasmid_5;167-,190-,27-,164-,161+,169+,65-,140-,86+,197+,176+,171+,92-,171-
plasmid_6;168-,173+,187-,58+,131-,84+,186+,198+,168-,170+,44-,169-
plasmid_7;5+
plasmid_8;170-,168+,198-,186-,126+,136-,37+,131-,82-,172+
plasmid_9;172-,188+,150+,145+,154-,31+
plasmid_10;165+,183-,191+,110+,186+,198+,168-,173+,187-,68+,185+,198+
plasmid_11;180+,32-,140-,89+,189+,172+
plasmid_12;167-,120+
plasmid_13;180+,99+,172+
plasmid_14;185+,198+,168-,173+,187-,195-,184+,151+,60+
plasmid_15;76+
plasmid_16;179-,29-,138+,118+,165-
plasmid_17;125+
plasmid_18;51-,163-,156-,179-,40+,138+
plasmid_19;138+,112-,145+,154-,12-,166-
plasmid_20;138+
plasmid_21;173+,187-,195-,184+,151+,41+,179+
plasmid_22;127+,134+,78+,161+
plasmid_23;134+
plasmid_24;158-,8-,159-,148-,113+,135-,191-,183+
plasmid_25;113+
plasmid_26;164+,36-,146+,46+,121+,38+,158+
plasmid_27;166+,24+,121+,52-,146+,57+,180-
plasmid_28;104+,152-,146+,73+
plasmid_29;191+,111-,146+,160+,183+,165-
plasmid_30;121+,18-,158+
plasmid_31;177+
plasmid_32;13-,136+,55+,140+,107+
plasmid_33;22-,131-,48-,136+,62+,189+,172+
plasmid_34;191+,66+,136+,3+,188-,172+
plasmid_35;136+
plasmid_36;173+,187-
plasmid_37;173+
plasmid_38;140+
plasmid_39;2+,172+
plasmid_40;42-,189+,172+
plasmid_41;166+,98-,172+
plasmid_42;25-,189+,172+
plasmid_43;47-,188-,172+
plasmid_44;172+
plasmid_45;191+,83+,131+,74-,166-
plasmid_46;180+,119+,131+,144-,166-
plasmid_47;54-,117+,91-
plasmid_48;117+
plasmid_49;166+,23+
plasmid_50;166+,64-,179+
plasmid_51;166+,67+,137+
plasmid_52;166+,97+,145+,154-,101+,163-,156-,179-
plasmid_53;166+,93-,190+
plasmid_54;166+,94-,191-
plasmid_55;166+
plasmid_56;179+,156+,163+,17-,145+,154-,116-,145+
plasmid_57;179+,156+,163+,16+,191-
plasmid_58;179+,156+,163+,33-,191-
plasmid_59;179+,156+,163+,34-,137+
plasmid_60;179+,156+,163+,39+
plasmid_61;179+,156+,163+,79+
plasmid_62;156+,163+,69+,158+
plasmid_63;156+,163+,20+
plasmid_64;156+,163+,63-,180-
plasmid_65;156+,163+,88+,194-
plasmid_66;156+,163+
