plasmid_0;327+,88+,121+,67-,265+,87+,63-,58-,355-,275+,180+,259+,196-,151-,54+,260-,95+,238-,384-,254+
plasmid_2;170-,322+,75-,149-,235+,373-,104+,189+,264-,366-,273+,83+,237+,245-,143+,174-,257-,393+,262-,383+,295-,89+,84+,71-,127+
plasmid_5;35-,76-,337-,283+,320+,44-,320-
plasmid_6;158-,347+,212-,70-,76-,337-,283+
plasmid_7;90-,84+,72+,127+
plasmid_10;40-,219+,395+,232-,364+,118-,159-,290-,32+,63-,181-,29+,165+,350+,293+,357-,109-,185-
plasmid_12;233-,195-,206+,91-,204-,132+,128-,135+,49-,146-,221-,108-,169+
plasmid_13;147-,221-,107+,169+
plasmid_14;93+,238-,385-,254+,400-,130-
plasmid_15;42+,219+
plasmid_16;134-,125+,137+,208+,48+,361-,61-,309+
plasmid_17;257+,173-,143-,315-,237-,82+,273-,365+
plasmid_19;343-,210-,106+,242+,171-,249-,256-,310+,293-,349+,165-,338-,98-,162-
plasmid_20;156+,128+,279-,204+,80+,206-,194+
plasmid_21;355+,60+,97+,223-,31+,94-,46-,144+
plasmid_34;282-,342+,356+,69+,198-,77-,390+
plasmid_36;64+,353-,250+
