plasmid_0;20+
plasmid_1;111+,59+,87+,115+,37+,50-,127+,111+,117-,101-,31-,58-,108+
plasmid_2;54+,40+,97+,106-,140-,115-,87-,59-,110-,128+,50+,29+
plasmid_3;75+,65+,77-,119+,80+,97-,130-,58-,53-,107-,61-,46+,96+,19+,141-,50-,128-,110+,59+,87+,114-,36-,114+
plasmid_13;38+,122-,73-,67-
