plasmid_0;55+
plasmid_1;98+,111-,82-,66-,173+,83+,180-,70+
plasmid_3;103-,63+,131+,208-,85+,159-,45+,176+,94+
plasmid_6;83+,180-,35+,174+,83+,50+,96-
plasmid_7;65-,170-,94-,178-,30+,174+,83+,180-,44-,138-,22+
plasmid_8;120+,82-,137+,88-,82-,164-,80+,64+,131+
plasmid_9;170-,94-,176-,47+,166+,128+,155+,172+,81-
