plasmid_0;30+
plasmid_1;104+,4-,119-,22+,102-,61-,99+,17+,87+,74-,105+,109+,115-,15-,51+,62+,79+,40+,103-,61-,2-,112+,104-,78-,129+,50+,143-
plasmid_2;53+,126+,88-,36+,64-
plasmid_3;59+,43+,59-,20+
plasmid_4;76+,121+,91+,23+,90-,49+,89+,83+
plasmid_5;42+
plasmid_6;29+,84-,16+,66-
plasmid_7;61+,103+,44-,131-,51+,67+,79+,48-,99-,61+,102+,26+
plasmid_8;56+,69-,12-,51+,7+,128+,55+
plasmid_9;5+,131-,51+,9+,77-,71+,92-
