plasmid_0;30+
plasmid_2;53+,126+,88-,36+,64-
plasmid_3;59+,43+,59-,20+
plasmid_4;76+,121+,91+,23+,90-,49+,89+,83+
plasmid_5;42+
plasmid_6;29+,84-,16+,66-
