plasmid_1;23+
plasmid_2;41-,71+,43-,72-,16+,70-,104+,47+,77-,59-,115+,66-,68+
plasmid_3;50+,36+,50-,19+
plasmid_4;35+
plasmid_11;44+,119+,57-
