plasmid_0;30+
plasmid_2;53+,126+,88-,36+,64-
plasmid_3;59+,43+,59-,20+
plasmid_4;76+,121+,91+,23+,90-,49+,89+,83+,81-,137-,73-,95-,53+
plasmid_5;76+,122+,91+,37+,64-
plasmid_6;42+
plasmid_14;50+,141+,68-
plasmid_15;65+,108+,63-,11-,99-,61+,102+,31+
