plasmid_0;21+
plasmid_1;67+,20+,75-
plasmid_2;43+,90-,6-,42+
plasmid_3;112+,41-,74+,104+,11-,42+
plasmid_4;41-,74+,104+,4+,42+
plasmid_5;57+,36+,15-,42+
plasmid_6;9+,42+
