plasmid_0;48+
plasmid_1;358-,94-,163+,105+,113+,321-,184+,52-,71+,297-,61-,66+,42+,66-,54+,70+,40+,253+,253+,256-,303-,43+,59+,26-,71+,265+,69-,265-
plasmid_2;19+
plasmid_3;109-,143+,121-,176-,191+,44+,70+,41-,155+,337+,277-,247-,157+,223-,202+
plasmid_5;178-,99-,244+,167+,209-,47+,214-,89+,229+,128+,145+
plasmid_6;53+
plasmid_8;145-,129-,229-,88+,214+,46+,209+,166+,244-,98+,178+
plasmid_9;55+
