plasmid_0;21+
plasmid_1;44-,27-,39-,13+,39-
plasmid_2;31+
plasmid_3;43+,24+,34-,15-,34+,4-,34-,20+,73+,58+,75-
plasmid_4;26-,34+,45-,34+,5+
plasmid_5;17+,34+
plasmid_6;12+,73+,58+,75-
plasmid_7;14+,58+
plasmid_8;48+,6-,85-,51-,63+,84+,51-,1+,33+,23-,58+
plasmid_9;3-,58+
plasmid_10;22+,58+,76+
plasmid_11;56-,29+,58+,76+
plasmid_12;58+
plasmid_13;18+,33-,2+,44+
plasmid_14;41+
plasmid_15;43+
plasmid_16;39+
