plasmid_0;32+
plasmid_1;50+
plasmid_4;71-,24+
plasmid_5;12+,143-,198+,95+,214+,184-
plasmid_6;83+,35+,114+,225-,177+,118-
plasmid_14;121-,116+,105-,185-,232-,182-,81+
